ICAO Aircraft Type Code,IATA Aircraft type Code,Model,Aircraft manufacturer,In Use Indicator (Yes/No),ICAO Airline Code,IATA Airline Code,Number of seats
B737,737,737-700,Boeing,,,,128
B738,738,737-800,Boeing,,,,167
B738,738,737-800,Boeing,,,,159
,,A320-200,Airbus,,,,180
,,72-500,ATR,,,,70
,,E-195,Embraer,,,,112
A332,332,A330-200,Airbus,,,,299
,,787-8,Boeing,,,,298
,,787-9,Boeing,,,,333
B738,738,737-800,Boeing,,,,180
,,195,Embraer,,,,122
A332,332,A330-200,Airbus,,,,208
A332,332,A330-200,Airbus,,,,224
A343,343,A340-300,Airbus,,,,275
,,A350-900,Airbus,,,,324
,,A380-800,Airbus,,,,516
,,777-200ER,Boeing,,,,309
,,777-200ER,Boeing,,,,280
,,777-200ER,Boeing,,,,312
,,777-200ER,Boeing,,,,312
,,777-300ER,Boeing,,,,468
,,777-300ER,Boeing,,,,296
,,777-300ER,Boeing,,,,322
,,777-300ER,Boeing,,,,381
,,787-9,Boeing,,,,276
A318,318,A318,Airbus,,,,118
A319,319,A319,Airbus,,,,129
A319,319,A319,Airbus,,,,142
A320,320,A320,Airbus,,,,165
A320,320,A320,Airbus,,,,152
A320,320,A320,Airbus,,,,158
A320,320,A320,Airbus,,,,178
A321,321,A321,Airbus,,,,184
A321,321,A321,Airbus,,,,212
,,Avroliner,RJ-85,,,,95
,,42-500,ATR,,,,48
,,72-500,ATR,,,,66
,,72-600,ATR,,,,72
B744,744,747-400,Boeing,,,,423
,,777-200LR,Boeing,,,,238
,,777-300ER,Boeing,,,,342
,,787-8,Boeing,,,,256
A319,319,A319,Airbus,,,,122
A319,319,A319,Airbus,,,,144
A320,320,A320,Airbus,,,,168
A320,320,A320,Airbus,,,,140
A321,321,A321,Airbus,,,,182
B738,738,737-800,Boeing,,,,189
,,A319-100,Airbus,,,,122
,,A319-100,Airbus,,,,112
,,A320-200,Airbus,,,,152
,,A320-200,Airbus,,,,158
,,A320-200,Airbus,,,,150
,,A320neo,Airbus,,,,158
,,A321-200,Airbus,,,,178
,,A321-200,Airbus,,,,179
,,A321-200,Airbus,,,,182
,,A321neo,Airbus,,,,198
A320,320,A320,Airbus,,,,150
A320,320,A320,Airbus,,,,144
A332,332,A330-200,Airbus,,,,275
,,A330neo,Airbus,,,,288
A343,343,A340-300,Airbus,,,,302
A343,343,A340-300,Airbus,,,,300
,,A350-900,Airbus,,,,326
A319,319,A319,Airbus,,,,124
,,72-500,ATR,,,,72
A332,332,A330-200,Airbus,,,,244
,,A319-100,Airbus,,,,112
,,ERJ-135,Embraer,,,,37
,,777-200ER,Boeing,,,,312
B773,773,777-300,Boeing,,,,342
,,787-9,Boeing,,,,302
,,787-9,Boeing,,,,275
A320,320,A320,Airbus,,,,171
A320,320,A320,Airbus,,,,168
,,A321neo,Airbus,,,,214
A321,321,A321,Airbus,,,,195
A321,321,A321,Airbus,,,,220
A332,332,A330-200,Airbus,,,,254
A319,319,A319,Airbus,,,,140
A320,320,A320,Airbus,,,,170
B733,733,737-300,Boeing,,,,144
,,72-200,ATR,,,,66
,,72-500,ATR,,,,70
,,787-9,Boeing,,,,294
,,A310-300,Airbus,,,,244
A332,332,A330-200,Airbus,,,,345
A332,332,A330-200,Airbus,,,,332
A333,333,A330-300,Airbus,,,,375
A333,333,A330-300,Airbus,,,,346
,,A321-200,Airbus,,,,186
,,A321-200,Airbus,,,,190
,,A321neo,Airbus,,,,199
B737,737,737-700,Boeing,,,,148
B738,738,737-800,Boeing,,,,184
B738,738,737-800,Boeing,,,,189
B738,738,737-800,Boeing,,,,170
,,72-600,ATR,,,,70
A333,333,A330-300,Airbus,,,,377
A332,332,A330-200,Airbus,,,,266
,,A330-900neo,Airbus,,,,291
,,A320-200,Airbus,,,,146
,,Otter,Twin,,,,16
A319,319,A319,Airbus,,,,119
A319,319,A319,Airbus,,,,123
A320,320,A320,Airbus,,,,149
A320,320,A320,Airbus,,,,146
A320,320,A320,Airbus,,,,150
A321,321,A321,Airbus,,,,190
B737,737,737-700,Boeing,,,,124
B738,738,737-800,Boeing,,,,159
B739,739,737-900,Boeing,,,,178
,,175,Embraer,,,,76
A332,332,A330-200,Airbus,,,,256
,,777-200ER,Boeing,,,,293
A319,319,A319,Airbus,,,,138
A320,320,A320,Airbus,,,,165
A320,320,A320,Airbus,,,,148
A321,321,A321,Airbus,,,,200
A321,321,A321,Airbus,,,,186
A319,319,A319,Airbus,,,,156
A320,320,A320,Airbus,,,,177
A332,332,A330-200,Airbus,,,,247
A333,333,A330-300,Airbus,,,,291
B763,763,767-300,Boeing,,,,209
B772,772,777-200,Boeing,,,,273
,,777-300ER,Boeing,,,,304
,,787-8,Boeing,,,,234
,,787-9,Boeing,,,,285
A319,319,A319,Airbus,,,,128
A320,320,A320,Airbus,,,,150
A321,321,A321,Airbus,,,,181
A321,321,A321,Airbus,,,,187
A321,321,A321,Airbus,,,,102
,,A321neo,Airbus,,,,196
,,737,Boeing,,,,172
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,,,,172
B752,752,757-200,Boeing,,,,188
B752,752,757-200,Boeing,,,,176
,,ERJ-175,Embraer,,,,76
,,ERJ-175,Embraer,,,,80
,,ERJ-190,Embraer,,,,99
,,CRJ-200,Bombardier,,,,50
,,CRJ-700,Bombardier,,,,63
,,CRJ-700,Bombardier,,,,70
,,CRJ-700,Bombardier,,,,65
,,CRJ-700,Bombardier,,,,65
,,CRJ-900,Bombardier,,,,76
,,CRJ-900,Bombardier,,,,79
,,CRJ-900,Bombardier,,,,76
,,ERJ-140,Embraer,,,,44
,,ERJ-145,Embraer,,,,50
A388,380,A380,Airbus,,,,480
B763,763,767-300,Boeing,,,,270
,,767-300ER,Boeing,,,,202
,,767-300ER,Boeing,,,,214
B772,772,777-200,Boeing,,,,402
B773,773,777-300,Boeing,,,,514
,,777-300ER,Boeing,,,,250
,,777-300ER,Boeing,,,,212
,,777-300ER,Boeing,,,,264
,,777-300ER,Boeing,,,,212
,,787-10,Boeing,,,,294
,,787-8,Boeing,,,,169
,,787-8,Boeing,,,,240
,,787-8,Boeing,,,,335
,,787-8,Boeing,,,,184
,,787-9,Boeing,,,,215
,,787-9,Boeing,,,,246
,,787-9,Boeing,,,,395
A320,320,A320,Airbus,,,,166
A320,320,A320,Airbus,,,,146
,,A321neo,Airbus,,,,194
B735,735,737-500,Boeing,,,,126
B737,737,737-700,Boeing,,,,120
B738,738,737-800,Boeing,,,,167
B738,738,737-800,Boeing,,,,166
,,Q400,Bombardier,,,,74
A333,333,A330-300,Airbus,,,,290
A333,333,A330-300,Airbus,,,,275
,,A350-900,Airbus,,,,311
,,A380-800,Airbus,,,,495
B744,744,747-400,Boeing,,,,359
B763,763,767-300,Boeing,,,,250
,,777-200ER,Boeing,,,,295
,,777-200ER,Boeing,,,,300
,,777-200ER,Boeing,,,,262
,,A320-200,Airbus,,,,143
,,A321-100,Airbus,,,,200
,,A321-200,Airbus,,,,171
,,A321-200,Airbus,,,,177
,,A321-200,Airbus,,,,195
,,767-300ER,Boeing,,,,211
B772,772,777-200,Boeing,,,,308
A319,319,A319,Airbus,,,,130
A320,320,A320,Airbus,,,,160
A321,321,A321,Airbus,,,,200
,,E-195,Embraer,,,,112
,,Q400,Bombardier,,,,76
A332,332,A330-200,Airbus,,,,252
A332,332,A330-200,Airbus,,,,242
,,787-8,Boeing,,,,250
A318,318,A318,Airbus,,,,100
A319,319,A319,Airbus,,,,120
A320,320,A320,Airbus,,,,150
A321,321,A321,Airbus,,,,194
,,190,Embraer,,,,96
A345,345,A340-500,Airbus,,,,237
,,767-300ER,Boeing,,,,186
,,787-8,Boeing,,,,212
A319,319,A319,Airbus,,,,116
A320,320,A320,Airbus,,,,146
B752,752,757-200,Boeing,,,,180
,,E-190,Embraer,,,,106
A332,332,A330-200,Airbus,,,,283
,,A320-200,Airbus,,,,161
,,A320-200,Airbus,,,,159
,,A320-200,Airbus,,,,160
,,A321neo,Airbus,,,,186
,,Air,SATA,,,,37
,,Air,SATA,,,,29
,,Air,SATA,,,,21
,,Air,SATA,,,,80
A332,332,A330-200,Airbus,,,,271
,,A320neo,Airbus,,,,174
,,E-190,Embraer,,,,106
,,E-195,Embraer,,,,118
,,72-600,ATR,,,,70
,,A319-100,Airbus,,,,128
,,A320-200,Airbus,,,,170
,,A321neo,Airbus,,,,196
A319,319,A319,Airbus,,,,120
A319,319,A319,Airbus,,,,144
A320,320,A320,Airbus,,,,162
,,72-500,ATR,,,,70
,,A350-1000,Airbus,,,,331
,,A380-800,Airbus,,,,469
B744,744,747-400,Boeing,,,,345
B744,744,747-400,Boeing,,,,299
B744,744,747-400,Boeing,,,,275
B772,772,777-200,Boeing,,,,224
B772,772,777-200,Boeing,,,,332
B772,772,777-200,Boeing,,,,275
B772,772,777-200,Boeing,,,,283
B772,772,777-200,Boeing,,,,336
B773,773,777-300,Boeing,,,,299
,,787-8,Boeing,,,,214
,,787-9,Boeing,,,,216
A318,318,A318,Airbus,,,,32
A319,319,A319,Airbus,,,,143
A319,319,A319,Airbus,,,,132
A319,319,A319,Airbus,,,,144
A319,319,A319,Airbus,,,,123
A320,320,A320,Airbus,,,,168
A320,320,A320,Airbus,,,,171
A320,320,A320,Airbus,,,,144
A321,321,A321,Airbus,,,,205
A321,321,A321,Airbus,,,,177
A321,321,A321,Airbus,,,,154
,,A321neo,Airbus,,,,208
,,A321neo,Airbus,,,,210
,,E-170,Embraer,,,,76
,,E-170,Embraer,,,,76
,,E-190,Embraer,,,,98
,,E-190,Embraer,,,,98
A332,332,A330-200,Airbus,,,,272
A333,333,A330-300,Airbus,,,,288
A319,319,A319,Airbus,,,,141
A320,320,A320,Airbus,,,,174
B738,738,737-800,Boeing,,,,154
,,72-600,ATR,,,,68
A333,333,A330-300,Airbus,,,,251
B772,772,777-200,Boeing,,,,335
B773,773,777-300,Boeing,,,,398
,,777-300ER,Boeing,,,,398
,,777-300ER,Boeing,,,,294
,,777-300ER,Boeing,,,,340
,,777-300ER,Boeing,,,,275
,,777-300ER,Boeing,,,,368
B733,733,737-300,Boeing,,,,122
,,Twin,DHC-6,,,,17
,,340B,Saab,,,,34
A333,333,A330-300,Airbus,,,,436
A319,319,A319,Airbus,,,,156
A320,320,A320,Airbus,,,,180
,,A321neo,Airbus,,,,239
A333,333,A330-300,Airbus,,,,313
A333,333,A330-300,Airbus,,,,307
,,A350-900,Airbus,,,,306
B744,744,747-400,Boeing,,,,375
,,777-300ER,Boeing,,,,358
B738,738,737-800,Boeing,,,,158
A332,332,A330-200,Airbus,,,,264
A332,332,A330-200,Airbus,,,,234
A332,332,A330-200,Airbus,,,,232
A333,333,A330-300,Airbus,,,,300
,,777-300ER,Boeing,,,,316
A319,319,A319,Airbus,,,,122
A320,320,A320,Airbus,,,,158
,,A321-200,Airbus,,,,177
B737,737,737-700,Boeing,,,,134
B738,738,737-800,Boeing,,,,170
B738,738,737-800,Boeing,,,,164
B738,738,737-800,Boeing,,,,146
A332,332,A330-200,Airbus,,,,218
A332,332,A330-200,Airbus,,,,258
A333,333,A330-300,Airbus,,,,284
A333,333,A330-300,Airbus,,,,275
,,A380-800,Airbus,,,,506
B772,772,777-200,Boeing,,,,284
B772,772,777-200,Boeing,,,,374
,,777-300ER,Boeing,,,,309
,,787-8,Boeing,,,,228
,,787-9,Boeing,,,,297
A319,319,A319,Airbus,,,,122
A320,320,A320,Airbus,,,,152
A321,321,A321,Airbus,,,,179
B733,733,737-300,Boeing,,,,138
B733,733,737-300,Boeing,,,,148
B733,733,737-300,Boeing,,,,140
B733,733,737-300,Boeing,,,,144
B737,737,737-700,Boeing,,,,120
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,,,,143
B738,738,737-800,Boeing,,,,164
B738,738,737-800,Boeing,,,,161
B738,738,737-800,Boeing,,,,159
,,767-300ER,Boeing,,,,255
,,767-300ER,Boeing,,,,245
,,A320-200,Airbus,,,,164
,,A321-200,Airbus,,,,208
B753,753,757-300,Boeing,,,,262
B737,737,737-700,Boeing,,,,124
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,,,,154
,,E-190,Embraer,,,,94
,,E-190,Embraer,,,,100
A319,319,A319,Airbus,,,,144
A320,320,A320,Airbus,,,,174
,,CRJ-1000,Bombardier,,,,100
,,Q400,Bombardier,,,,76
A333,333,A330-300,Airbus,,,,276
A319,319,A319,Airbus,,,,134
,,42-500,ATR,,,,48
,,72-500,ATR,,,,64
A332,332,A330-200,Airbus,,,,234
A333,333,A330-300,Airbus,,,,293
,,A330-900neo,Airbus,,,,281
,,A350-900,Airbus,,,,306
,,767-300ER,Boeing,,,,226
,,767-300ER,Boeing,,,,211
,,767-300ER,Boeing,,,,208
,,767-300ER,Boeing,,,,226
,,767-400ER,Boeing,,,,238
,,767-400ER,Boeing,,,,246
,,777-200ER/LR,Boeing,,,,288
,,777-200ER/LR,Boeing,,,,296
,,A220-100,Airbus,,,,109
A319,319,A319,Airbus,,,,132
A320,320,A320,Airbus,,,,160
A320,320,A320,Airbus,,,,157
A321,321,A321,Airbus,,,,192
,,717-200,Boeing,,,,110
B737,737,737-700,Boeing,,,,124
B738,738,737-800,Boeing,,,,160
,,737-900ER,Boeing,,,,180
B752,752,757-200,Boeing,,,,180
B752,752,757-200,Boeing,,,,199
B752,752,757-200,Boeing,,,,169
B752,752,757-200,Boeing,,,,193
B752,752,757-200,Boeing,,,,168
B753,753,757-300,Boeing,,,,234
,,E-170,Embraer,,,,69
,,E-175,Embraer,,,,76
,,Douglas,McDonnell,,,,149
,,Douglas,McDonnell,,,,158
,,CRJ-700,Bombardier,,,,69
,,CRJ-900,Bombardier,,,,76
A320,320,A320,Airbus,,,,180
A320,320,A320,Airbus,,,,186
A333,333,A330-300,Airbus,,,,315
A343,343,A340-300,Airbus,,,,314
,,A320-200,Airbus,,,,168
,,777-200ER,Boeing,,,,279
B738,738,737-800,Boeing,,,,166
B739,739,737-900,Boeing,,,,175
,,A380-800,Airbus,,,,489
,,A380-800,Airbus,,,,517
,,A380-800,Airbus,,,,615
,,777-200LR,Boeing,,,,266
,,777-300ER,Boeing,,,,354
,,777-300ER,Boeing,,,,360
,,777-300ER,Boeing,,,,427
,,A350-900,Airbus,,,,343
,,767-300ER,Boeing,,,,223
,,777-200LR,Boeing,,,,315
,,777-300ER,Boeing,,,,393
,,787-8,Boeing,,,,270
B737,737,737-700,Boeing,,,,118
B738,738,737-800,Boeing,,,,154
,,Q400,Bombardier,,,,71
,,Q400,Bombardier,,,,78
A333,333,A330-300,Airbus,,,,231
,,A380-800,Airbus,,,,494
,,777-300ER,Boeing,,,,330
,,777-300ER,Boeing,,,,402
,,777-300ER,Boeing,,,,370
,,787-10,Boeing,,,,299
,,787-9,Boeing,,,,231
,,787-9,Boeing,,,,299
A320,320,A320,Airbus,,,,136
A321,321,A321,Airbus,,,,174
A332,332,A330-200,Airbus,,,,252
A333,333,A330-300,Airbus,,,,309
,,777-300ER,Boeing,,,,333
,,777-300ER,Boeing,,,,353
,,777-300ER,Boeing,,,,323
,,777-300ER,Boeing,,,,313
,,787-10,Boeing,,,,342
,,787-9,Boeing,,,,304
A321,321,A321,Airbus,,,,184
A332,332,A330-200,Airbus,,,,273
A333,333,A330-300,Airbus,,,,313
,,A350-900,Airbus,,,,334
B737,737,737-700,Boeing,,,,118
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,,,,170
,,42-500,Aerospatiale/Alenia,,,,44
,,72-600,Aerospatiale/Alenia,,,,68
,,Havilland,De,,,,12
B738,738,737-800,Boeing,,,,189
B738,738,737-800,Boeing,,,,174
,,A319-100,Airbus,,,,132
,,A320-200,Airbus,,,,192
A319,319,A319,Airbus,,,,150
A319,319,A319,Airbus,,,,138
A320,320,A320,Airbus,,,,180
A320,320,A320,Airbus,,,,168
A332,332,A330-200,Airbus,,,,222
A333,333,A330-300,Airbus,,,,257
A333,333,A330-300,Airbus,,,,263
,,777-300ER,Boeing,,,,318
,,777-300ER,Boeing,,,,393
,,737,Boeing,,,,170
B738,738,737-800,Boeing,,,,162
,,737,Boeing,,,,186
,,737,Boeing,,,,176
B737,737,737-700,Boeing,,,,144
B737,737,737-700,Boeing,,,,128
B738,738,737-800,Boeing,,,,186
B738,738,737-800,Boeing,,,,176
A332,332,A330-200,Airbus,,,,214
A332,332,A330-200,Airbus,,,,255
,,787-9,Boeing,,,,282
A320,320,A320,Airbus,,,,136
,,A320ER,Airbus,,,,110
,,A321ER,Airbus,,,,169
A332,332,A330-200,Airbus,,,,222
A333,333,A330-300,Airbus,,,,292
,,767-300ER,Boeing,,,,233
,,787-8,Boeing,,,,213
,,787-9,Boeing,,,,288
,,737,Boeing,,,,176
B737,737,737-700,Boeing,,,,148
B738,738,737-800,Boeing,,,,164
A332,332,A330-200,Airbus,,,,278
,,A321neo,Airbus,,,,189
,,717-200,Boeing,,,,128
A332,332,A330-200,Airbus,,,,283
A332,332,A330-200,Airbus,,,,281
A332,332,A330-200,Airbus,,,,264
A333,333,A330-300,Airbus,,,,292
A333,333,A330-300,Airbus,,,,285
,,A350-900,Airbus,,,,334
,,A350-900,Airbus,,,,334
,,A320-200,Airbus,,,,152
,,A320-200,Airbus,,,,174
A320,320,A320,Airbus,,,,180
,,A320neo,Airbus,,,,188
A321,321,A321,Airbus,,,,230
A332,332,A330-200,Airbus,,,,288
A333,333,A330-300,Airbus,,,,278
A333,333,A330-300,Airbus,,,,292
A346,346,A340-600,Airbus,,,,346
A346,346,A340-600,Airbus,,,,355
,,A350-900,Airbus,,,,348
,,-,LEVEL,,,,314
A319,319,A319,Airbus,,,,118
A319,319,A319,Airbus,,,,208
A320,320,A320,Airbus,,,,162
A320,320,A320,Airbus,,,,180
A321,321,A321,Airbus,,,,174
A321,321,A321,Airbus,,,,208
,,-,LEVEL,,,,212
,,767-300ER,Boeing,yes,FI,ICE,259
,,737,Boeing,yes,FI,ICE,160
B752,752,757-200,Boeing,yes,FI,ICE,183
B752,752,757-200,Boeing,yes,FI,ICE,171
B753,753,757-300,Boeing,yes,FI,ICE,216
,,A320ceo,Airbus,,,,180
,,A320neo,Airbus,,,,186
,,A321neo,Airbus,,,,222
,,72-600,ATR,,,,74
A320,320,A320,Airbus,no,,MTF,150
,,A321neo,Airbus,no,,MTF,192
,,Superjet,Sukhoi,no,,MTF,93
,,A350-900,Airbus,,,,369
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,,,,232
,,767-300ER,Boeing,,,,237
,,767-300ER,Boeing,,,,227
,,767-300ER,Boeing,,,,261
,,767-300ER,Boeing,,,,199
,,767-300ER,Boeing,,,,252
B772,772,777-200,Boeing,,,,375
,,777-200ER,Boeing,,,,245
,,777-200ER,Boeing,,,,312
,,777-200ER,Boeing,,,,302
,,777-200ER,Boeing,,,,236
B773,773,777-300,Boeing,,,,500
,,777-300ER,Boeing,,,,244
,,787-8,Boeing,,,,186
,,787-8,Boeing,,,,161
,,787-8,Boeing,,,,206
,,787-9,Boeing,,,,195
,,787-9,Boeing,,,,239
B734,734,737-400,Boeing,,,,150
B734,734,737-400,Boeing,,,,145
B738,738,737-800,Boeing,,,,165
B738,738,737-800,Boeing,,,,144
B738,738,737-800,Boeing,,,,186
B738,738,737-800,Boeing,,,,189
B738,738,737-800,Boeing,,,,174
A320,320,A320,Airbus,,,,150
A320,320,A320,Airbus,,,,162
,,A321neo,Airbus,,,,200
,,E-190,Embraer,,,,100
,,787-8,Boeing,,,,335
A320,320,A320,Airbus,,,,180
A320,320,A320,Airbus,,,,186
A321,321,A321,Airbus,,,,220
A321,321,A321,Airbus,,,,230
,,787-8,Boeing,,,,234
B738,738,737-800,Boeing,,,,145
A332,332,A330-200,Airbus,,,,243
A332,332,A330-200,Airbus,,,,268
A333,333,A330-300,Airbus,,,,292
B744,744,747-400,Boeing,,,,268
B744,744,747-400,Boeing,,,,408
,,777-200ER,Boeing,,,,316
,,777-300ER,Boeing,,,,408
,,787-10,Boeing,,,,344
,,787-9,Boeing,,,,294
B737,737,737-700,Boeing,,,,132
B738,738,737-800,Boeing,,,,176
B739,739,737-900,Boeing,,,,178
A332,332,A330-200,Airbus,,,,218
A333,333,A330-300,Airbus,,,,276
A333,333,A330-300,Airbus,,,,272
,,A380-800,Airbus,,,,407
B744,744,747-400,Boeing,,,,404
,,747-8,Boeing,,,,368
,,777-200ER,Boeing,,,,248
,,777-200ER,Boeing,,,,261
B773,773,777-300,Boeing,,,,338
,,777-300ER,Boeing,,,,277
,,777-300ER,Boeing,,,,291
,,787-9,Boeing,,,,271
,,737,Boeing,,,,140
B738,738,737-800,Boeing,,,,147
B738,738,737-800,Boeing,,,,138
B739,739,737-900,Boeing,,,,188
,,737-900ER,Boeing,,,,159
,,E-175,Embraer,,,,76
,,E-190,Embraer,,,,97
,,CRJ-100/200,Bombardier,,,,50
,,CRJ-705,Bombardier,,,,75
,,CRJ-900,Bombardier,,,,76
,,1900D,Beechcraft,,,,18
,,Q400,Bombardier,,,,74
,,E-170,Embraer,,,,76
,,E-190,Embraer,,,,100
,,CRJ-1000,Bombardier,,,,100
,,CRJ-700,Bombardier,,,,72
,,ERJ-145,Embraer,,,,50
,,72-500,ATR,,,,68
,,Q300,Bombardier,,,,50
,,Q400,Bombardier,,,,76
,,E-175,Embraer,,,,88
,,E-190,Embraer,,,,100
,,72-500,ATR,,,,72
,,E-190,Embraer,,,,104
,,ERJ-190,Embraer,,,,98
,,CRJ-100/200,Bombardier,,,,50
A332,332,A330-200,Airbus,,,,262
,,CRJ-1000,Bombardier,,,,96
,,(ATR),ATR72-600,,,,70
,,ATR-42,Aerospatiale,,,,48
,,CRJ-1000,Bombardier,,,,100
,,CRJ-200,Bombardier,,,,50
,,CRJ-900,Bombardier,,,,90
,,,ATR-72,,,,74
,,E-170,Embraer,,,,76
,,CRJ-200,Bombardier,,,,50
,,Q100,Bombardier,,,,39
,,Q300,Bombardier,,,,50
,,Q400,Bombardier,,,,74
,,340B,Saab,,,,36
,,E-190,Embraer,,,,96
,,E-175,Embraer,,,,88
,,E-190,Embraer,,,,100
,,A220-300,Airbus,,,,130
A319,319,A319,Airbus,,,,116
A319,319,A319,Airbus,,,,140
A320,320,A320,Airbus,,,,140
A320,320,A320,Airbus,,,,158
A320,320,A320,Airbus,,,,158
A320,320,A320,Airbus,,,,170
A321,321,A321,Airbus,,,,170
A321,321,A321,Airbus,,,,241
A332,332,A330-200,Airbus,,,,241
A332,332,A330-200,Airbus,,,,215
B763,763,767-300,Boeing,,,,215
B763,763,767-300,Boeing,,,,200
B763,763,767-300,Boeing,,,,200
B763,763,767-300,Boeing,,,,218
B763,763,767-300,Boeing,,,,218
B763,763,767-300,Boeing,,,,402
,,777-300ER,,,,,402
,,777-300ER,,,,,273
,,Ilyushin IL-96,,,,,273
,,Ilyushin IL-96,,,,,87
,,Sukhoi Superjet 100-95Ð,,,,,87
,,Sukhoi Superjet 100-95Ð,,,,,126
B735,735,737-500,Boeing,,,,126
B735,735,737-500,Boeing,,,,270
B763,763,767-300,Boeing,,,,270
B763,763,767-300,Boeing,,,,286
B763,763,767-300,Boeing,,,,286
B763,763,767-300,Boeing,,,,289
B763,763,767-300,Boeing,,,,289
B763,763,767-300,Boeing,,,,66
,,lomiti ATR 72-500,,,,,66
,,ATR 72-500,,yes,EN,DLA,66
,,ATR 72-500,,yes,EN,DLA,116
,,lomiti Embraer 195,,,,,116
,,Embraer 195,,yes,EN,DLA,116
,,Embraer 195,,yes,EN,DLA,161
,,A310-300,,,,,205
,,A310-300,,,,,427
B744,744,747-400,Boeing,,,,427
B744,744,747-400,Boeing,,,,238
,,777-200LR,,,,,238
,,777-200LR,,,,,342
,,777-300ER,,,,,342
,,777-300ER,,,,,150
A320,320,A320,Airbus,yes,JM,AJM,150
A320,320,A320,Airbus,yes,JM,AJM,186
A321,321,A321,Airbus,yes,JM,AJM,186
A321,321,A321,Airbus,yes,JM,AJM,278
,,A340,,yes,JM,AJM,278
,,A340,,yes,JM,AJM,124
,,ATR-72,,yes,YW,ANE,78
,,ATR-72,,yes,YW,ANE,50
,,CRJ 200,,yes,YW,ANE,50
,,CRJ 200,,yes,YW,ANE,90
,,CRJ-900,,yes,YW,ANE,90
,,CRJ-900,,yes,YW,ANE,50
,,Dash 8,,yes,YW,ANE,50
,,Dash 8,,yes,YW,ANE,180
,,CRJ 200,,yes,ZW,AWI,50
,,CRJ 200,,yes,ZW,AWI,150
,,A319-112,,,,,150
,,A319-112,,,,,144
,,A319-132,,,,,144
,,A319-132,,,,,174
,,A320-200,,,,,174
,,A320-200,,,,,210
,,A321-200,,,,,210
,,A321-200,,,,,303
A332,332,A330-200,Airbus,,,,303
A332,332,A330-200,Airbus,,,,387
A333,333,A330-300,Airbus,,,,387
A333,333,A330-300,Airbus,,,,144
B737,737,737-700,Boeing,,,,144
B737,737,737-700,Boeing,,,,186
B738,738,737-800,Boeing,,,,186
B738,738,737-800,Boeing,,,,76
,,Q400,,,,,76
,,Q400,,,,,117
,,717-200,,yes,FL,TRS,117
,,717-200,,yes,FL,TRS,137
B737,737,737-700,Boeing,yes,FL,TRS,137
B737,737,737-700,Boeing,yes,FL,TRS,144
,,CRJ 200,,yes,EV,ASQ,50
,,CRJ 200,,yes,EV,ASQ,70
,,CRJ 700,,yes,EV,ASQ,70
,,CRJ 700,,yes,EV,ASQ,65
,,CRJ 700,,yes,EV,ASQ,65
,,CRJ 700,,yes,EV,ASQ,76
,,CRJ 900,,yes,EV,ASQ,76
,,CRJ 900,,yes,EV,ASQ,225
,,ERJ195,,,,,118
,,ERJ195,,,,,220
A332,332,A330-200,Airbus,,,,220
A332,332,A330-200,Airbus,,,,50
,,CRJ-100,,yes,DB,BZH,50
,,CRJ-100,,yes,DB,BZH,100
,,CRJ-1000,,yes,DB,BZH,100
,,CRJ-1000,,yes,DB,BZH,70
,,CRJ-700,,yes,DB,BZH,70
,,CRJ-700,,yes,DB,BZH,126
,,Caribbean Airways  A320,,yes,JM,AJM,150
A320,320,A320,Airbus,no,,IQQ,150
A320,320,A320,Airbus,no,,IQQ,186
,,Caribbean Airways  A321,,yes,JM,AJM,186
A321,321,A321,Airbus,no,,IQQ,186
A321,321,A321,Airbus,no,,IQQ,278
,,Caribbean Airways  A340,,yes,JM,AJM,278
,,A340,,no,,IQQ,278
,,A340,,no,,IQQ,264
,,ERJ 140,,yes,RP,CHQ,44
,,ERJ 140,,yes,RP,CHQ,50
,,ERJ 145,,yes,RP,CHQ,50
,,ERJ 145,,yes,RP,CHQ,265
,,A300-600,,,,,274
,,A300-600,,,,,122
A319,319,A319,Airbus,,,,122
A319,319,A319,Airbus,,,,158
A320,320,A320,Airbus,,,,158
A320,320,A320,Airbus,,,,177
A321,321,A321,Airbus,,,,177
A321,321,A321,Airbus,,,,264
A332,332,A330-200,Airbus,,,,264
A332,332,A330-200,Airbus,,,,300
A333,333,A330-300,Airbus,,,,300
A333,333,A330-300,Airbus,,,,289
A343,343,A340-300,Airbus,,,,289
A343,343,A340-300,Airbus,,,,322
A346,346,A340-600,Airbus,,,,322
A346,346,A340-600,Airbus,,,,148
B733,733,737-300,Boeing,,,,148
B733,733,737-300,Boeing,,,,128
B733,733,737-300,Boeing,,,,128
B733,733,737-300,Boeing,,,,134
B737,737,737-700,Boeing,,,,134
B737,737,737-700,Boeing,,,,158
B738,738,737-800,Boeing,,,,158
B738,738,737-800,Boeing,,,,170
B738,738,737-800,Boeing,,,,170
B738,738,737-800,Boeing,,,,157
MD90,,MD-90,McDonnell Douglas,,,,157
MD90,,MD-90,McDonnell Douglas,,,,122
A319,319,A319,Airbus,,,,122
A319,319,A319,Airbus,,,,152
A320,320,A320,Airbus,,,,152
